Realm Name,Export Time,PMktPrice Date,Reserved,Item ID,Item Name,AH MarketPrice Coppers,AH Quantity,AH MarketPrice,AH MinimumPrice,14-day Median Market Price,Median Market Price StdDev,14-day Todays PMktPrice,PMktPrice StdDev,Daily Price Change,Avg Daily Posted,Avg Estimated Daily Sold,Estimated Demand
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,38971,Enchant Bracer - Assault,250000,2,25,25,13,9.41,29.38,5.02,0.1053,12.36,0.71,0.0574
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,38972,Enchant Weapon - Lifeward,0,0,0,0,100,36.46,33,14.84,-0.0906,2.29,0.07,0.0306
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,38973,Enchant Cloak - Minor Power,2589572,6,258.9573,258.9573,1900,789.68,653.63,511.24,-0.0801,9.36,0.86,0.0919
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,38974,Enchant Boots - Greater Vitality,0,0,0,0,44.9,22.85,33.13,19.38,0.0044,3.29,0.07,0.0213
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,38975,Enchant Chest - Exceptional Resilience,125000,2,12.5,12.5,50.42,26.39,27.84,24.81,-0.054,2.57,0.07,0.0272
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,38976,Enchant Boots - Superior Agility,0,0,0,0,50,30.86,0.23,20.28,-0.1772,2,0.29,0.145
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,38978,Enchant Cloak - Superior Dodge,15000000,2,1500,1500,999,415.75,1614.2,292.92,0.0483,2.71,0.07,0.0258
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,38979,Enchant Gloves - Exceptional Spellpower,154000,18,15.4,15.4,18.51,2.5,14.78,0.87,-0.0297,42.14,1.21,0.0287
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,38980,Enchant Bracer - Major Spirit,4100,7,0.41,0.41,1.26,0.54,0.31,0.16,-0.1073,12.29,0.14,0.0114
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,38981,Enchant 2H Weapon - Scourgebane,0,0,0,0,100,0,100,0,0,0.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,38984,Enchant Bracer - Expertise,0,0,0,0,29.9,5.54,32.62,4.57,0.0238,1.71,0.21,0.1228
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,38986,Enchant Boots - Icewalker,0,0,0,0,74.72,55.34,0.23,29.8,-0.1597,15,0.5,0.0333
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,38987,Enchant Bracer - Greater Stats,0,0,0,0,9.95,4.58,7.9,4.51,-0.0069,3.79,0.57,0.1504
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,38989,Enchant Chest - Super Stats,98500,25,9.85,9.5,10,19.94,7.29,12.64,-0.1328,28.71,1.5,0.0522
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,38990,Enchant Gloves - Armsman,3877083,1,387.7084,387.7084,776,233.42,473.01,187.11,-0.0449,6.21,0.14,0.0225
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,38991,Enchant Weapon - Exceptional Spellpower,1497497,3,149.7497,149.7497,69.5,40.51,86.61,40.29,0.01,8.79,0.71,0.0808
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,38992,Enchant 2H Weapon - Greater Savagery,0,0,0,0,30,49.45,100.38,35.89,0.1153,8.64,0.5,0.0579
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,38993,Enchant Cloak - Shadow Armor,2588525,4,258.8525,258.8525,1220.92,654.29,298.99,357.67,-0.09,3.43,0.86,0.2507
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,38995,Enchant Weapon - Exceptional Agility,2678929,4,267.893,267.893,250.39,39.97,276.41,19.8,0.0458,3.86,0.93,0.2409
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,38997,Enchant Bracer - Greater Spellpower,0,0,0,0,59.48,2.48,56.87,2.63,-0.0034,0.64,0.07,0.1094
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39001,Enchant Cloak - Mighty Stamina,2592724,4,259.2725,259.2725,479.9,150.27,213.31,73.24,-0.0656,7.29,0.79,0.1084
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39002,Enchant Chest - Greater Dodge,2292529,4,229.2529,229.2529,15,123.61,229.1,82.92,-0.2913,2.86,0.29,0.1014
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39003,Enchant Cloak - Greater Speed,0,0,0,0,5,0,5,0,0,0.14,0.07,0.5
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39004,Enchant Cloak - Wisdom,3000,1,0.3,0.3,50.3,28.87,43.16,26.39,0.0582,0.86,0.07,0.0814
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39005,Enchant Chest - Super Health,57000,1,5.7,5.7,39,17.83,7.64,8.1,-0.1081,5.36,0.07,0.0131
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39006,Enchant Boots - Tuskarr's Vitality,2556710,3,255.671,255.671,1900,915.83,339.81,499.72,-0.107,4.21,0.71,0.1686
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39083,Cobalt Shoulders,199999,20,19.9999,19.9999,9.97,20.02,43.59,11.84,0.2486,4.79,1.21,0.2526
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39084,Cobalt Helm,0,0,0,0,15,10.67,6,7.41,-0.1353,3.36,0.43,0.128
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39085,Cobalt Chestpiece,0,0,0,0,34.84,22.26,6.62,20.54,-0.1109,6.5,0.86,0.1323
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39086,Cobalt Legplates,500000,3,50,50,15,10.24,15.02,10.55,-0.0146,5.79,1.57,0.2712
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39087,Cobalt Belt,199999,10,19.9999,19.9999,49.9,29.69,73.31,27.88,0.059,8.21,2,0.2436
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39088,Cobalt Boots,199999,13,19.9999,19.9999,11.1,9.79,11.08,8.24,-0.0404,13.57,1.71,0.126
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39151,Alabaster Pigment,18199,192,1.8199,1.782,3,28.54,6.97,27.64,-0.0614,348.64,40.5,0.1162
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39194,Rusted-Link Spiked Gauntlets,4977500,3,497.75,497.75,449,156.7,534.12,128.6,0.0462,4.36,0.14,0.0321
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39202,Rusted Pitchfork,15000000,1,1500,1500,1500,1393.67,750,1140.67,-0.0949,1.5,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39209,Scintillating Stone Shard,0,0,0,0,0.12,0,0.16,0,7.2857,1.21,1.21,1
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39211,Serrated Fang,0,0,0,0,999999,0,999999,0,0,0.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39220,Geodesic Fragments,0,0,0,0,16.23,8.66,15.76,7.88,0.0564,35.29,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39235,Bone-Framed Bracers,1512498,3,151.2498,151.2498,154.25,38.02,129.91,36.36,-0.0229,6.79,0.21,0.0309
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39283,Putrescent Bands,2960000,2,296,296,118.75,122.64,180.02,122.25,0.0284,4.43,0.43,0.0971
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39310,Mantle of the Extensive Mind,5562000,2,556.2,556.2,549,63.12,594.6,52.29,0.0153,3.71,0.5,0.1348
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39317,News From The North,0,0,0,0,50,0,50,0,0,0.71,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39334,Dusky Pigment,390,68,0.039,0.039,0.7,0.29,0.15,0.1,-0.106,507.93,32.43,0.0638
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39338,Golden Pigment,28600,104,2.86,2.86,4.05,4.13,5.56,3.97,-0.0003,286.43,13.21,0.0461
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39339,Emerald Pigment,0,0,0,0,3.37,0.8,1.82,0.25,-0.0522,93.57,18,0.1924
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39340,Violet Pigment,92500,11,9.25,9.2499,9.5,2.61,9.98,2.68,0.01,10.64,0.29,0.0273
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39341,Silvery Pigment,23820,19,2.382,2.3694,1.77,0.61,1.01,0.49,-0.0536,577.64,19.29,0.0334
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39342,Nether Pigment,89619,55,8.9619,8.9617,4.86,2.27,3.98,2.3,-0.0137,37.21,5.86,0.1575
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39343,Azure Pigment,24799,21,2.4799,2.4799,3.45,0.47,3.22,0.47,-0.0104,200.36,11.36,0.0567
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39354,Light Parchment,98049,1462,9.8049,4.45,0.96,38.9,24.89,36.72,0.0711,3551.57,288.29,0.0812
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39355,Haute Club Membership Card,0,0,0,0,15,0,15,0,0,0.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39469,Moonglow Ink,27797,38,2.7798,2.7798,2.75,1.18,3.29,1.19,0.0139,216.07,59.43,0.275
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39472,Chain of Latent Energies,4909999,8,490.9999,490.9999,171.13,196.22,416.88,157.06,0.0812,10.57,0.5,0.0473
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39489,Scribe's Satchel,0,0,0,0,10.05,7.76,1.88,4.34,-0.1271,5.21,0.21,0.0403
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39505,Virtuoso Inking Set,998996,3,99.8997,99.8997,68.03,47.1,90.46,42.74,0.1204,1.57,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39509,Darkmoon Vest,50000026,1,5000.0026,5000.0026,5000,0,5000,0,0,2.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39512,Hoary Crystals,0,0,0,0,0.5,0,0.5,0,0,4.29,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39513,Efflorescing Shards,0,0,0,0,75,0,89,0,0.0122,0.07,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39520,Kungaloosh,200000,20,20,20,19.95,5.15,20.09,3.79,0.023,38.57,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39666,Elixir of Mighty Agility,9999,12,0.9999,0.9999,1.37,5.01,2.66,5.02,-0.0013,16.14,1.5,0.0929
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39671,Resurgent Healing Potion,10999,76,1.0999,1.0999,1.18,0.27,1.2,0.27,0.0096,63.57,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39681,Handful of Cobalt Bolts,37498,87,3.7499,3.7499,6.99,8.56,3.6,7.35,-0.0897,283.36,71,0.2506
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39682,Overcharged Capacitor,197000,8,19.7,19.7,38.9,17.67,30.98,17.81,-0.0276,29.29,9.71,0.3315
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39683,Froststeel Tube,200000,9,20,20,20,14.26,34.79,12.36,0.0444,18.5,6.86,0.3708
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39684,Hair Trigger,1800000,1,180,180,180,0,180,0,0,0.21,0.07,0.3333
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39690,Volatile Blasting Trigger,96098,24,9.6098,9.6098,18.42,12.21,28.42,11.64,0.0499,106.29,17.29,0.1627
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39691,Succulent Orca Stew,0,0,0,0,0.99,0.01,0.95,0,-0.0041,11.29,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39717,Inexorable Sabatons,7990000,2,799,799,799,144.25,845.34,146.74,0.0089,2.29,0.29,0.1266
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39733,Gloves of Token Respect,5232000,1,523.2,523.2,299.27,183.01,363.02,178.02,0.0004,2.71,0.21,0.0775
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39762,Torn Web Wrapping,8000000,1,800,800,500.2,155.76,486.24,159.09,-0.0091,2.57,0.14,0.0545
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39774,Midnight Ink,34976,157,3.4976,3.4976,4.63,2.07,4.43,2.13,0.0024,208.07,48.14,0.2314
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39894,Darkcloth Shoulders,0,0,0,0,5,0,6.67,0,0.1714,0.07,0.07,1
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39896,Tickbird Hatchling,400000,2,40,40,65.16,31.67,91.51,26.28,0.0705,3.86,0.14,0.0363
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39897,Azure Shoulderguards,0,0,0,0,349.9,339.9,376.05,0,0.1355,0.14,0.07,0.5
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39898,Cobra Hatchling,2100394,3,210.0394,210.0394,15,68.23,81.63,61.35,0.137,8.93,0.36,0.0403
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39899,White Tickbird Hatchling,0,0,0,0,20,520.6,576.18,459.45,0.2604,3.29,0.29,0.0881
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39900,Bold Bloodstone,56500,2,5.65,5.65,13.99,4.52,8.95,3.72,-0.0313,10.86,0.71,0.0654
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39905,Delicate Bloodstone,14000,9,1.4,1.4,1.43,2.26,1.28,2.16,-0.0553,30.5,4.21,0.138
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39907,Subtle Sun Crystal,60000,4,6,6,1,0.95,2.24,0.75,0.0824,11.93,0.21,0.0176
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39908,Flashing Bloodstone,14800,1,1.48,1.48,7,3.62,1.11,1.37,-0.1228,2.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39909,Smooth Sun Crystal,100000,5,10,10,3.84,3.56,1.35,2.84,-0.1013,16.43,3.14,0.1911
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39910,Precise Bloodstone,0,0,0,0,4,4.53,4.43,4.55,-0.0263,1.14,0.64,0.5614
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39912,Brilliant Bloodstone,100000,8,10,10,9.52,4.59,8.48,4.76,-0.0138,7,1.5,0.2143
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39915,Rigid Chalcedony,14076,1,1.4076,1.4076,4.62,2.62,1.06,1.84,-0.1084,19.79,0.21,0.0106
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39918,Quick Sun Crystal,55277,4,5.5277,5.5277,4.79,2.12,1.87,1.65,-0.0821,11.93,0.5,0.0419
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39919,Solid Chalcedony,50000,1,5,5,6,3.93,2.83,3.4,-0.0785,6.64,2.29,0.3449
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39927,Sparkling Chalcedony,11200,11,1.12,1.12,4,2.62,1.14,1.98,-0.1032,21.36,1.36,0.0637
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39933,Jagged Dark Jade,30000,4,3,3,2.72,3.13,5.76,2.8,0.0522,17.57,0.57,0.0324
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39934,Sovereign Shadow Crystal,190000,1,19,19,8,3.91,13.8,2.59,0.0987,7,0.36,0.0514
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39935,Shifting Shadow Crystal,0,0,0,0,1.5,1.58,1.12,0.81,-0.1208,0.43,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39940,Guardian's Shadow Crystal,100000,3,10,10,0,0,0,0,0,0,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39942,Glinting Shadow Crystal,74000,2,7.4,7.4,2.86,1.51,3.86,1.49,0.0321,13.14,0.43,0.0327
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39947,Inscribed Huge Citrine,110000,1,11,11,1.33,1.54,2.6,1.43,0.0492,8.43,0.14,0.0166
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39948,Etched Shadow Crystal,0,0,0,0,1.31,1.06,3.36,0.47,0.0893,1.86,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39949,Champion's Huge Citrine,0,0,0,0,8,0,10.67,0,0.1071,0.07,0.07,1
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39951,Fierce Huge Citrine,127500,2,12.75,12.75,8,2.33,10.44,1.95,0.0192,1.79,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39955,Deft Huge Citrine,11999,1,1.1999,1.1999,3.35,1.48,0.88,0.51,-0.1139,6.07,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39956,Potent Huge Citrine,1990000,1,199,199,6.5,78.62,126.73,56.71,0.2533,11.57,0.07,0.0061
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39957,Veiled Shadow Crystal,150000,1,15,15,10.89,3.79,15.94,1.48,0.0781,7.29,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39965,Stalwart Huge Citrine,14200,15,1.42,1.42,0.98,2.49,0.56,2.28,-0.1291,28.43,0.14,0.0049
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39966,Accurate Shadow Crystal,50000,6,5,5,2.86,3.14,8.58,1.3,0.1064,14.5,0.29,0.02
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39967,Resolute Huge Citrine,0,0,0,0,4,2.64,1.12,1.31,-0.1511,0.64,0.07,0.1094
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39968,Timeless Shadow Crystal,179500,18,17.95,17.95,9.9,7.5,17.39,6.67,0.0839,6.93,0.29,0.0418
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39969,Fire Seed,29828,6,2.9828,2.9828,4.48,0,4.48,0,0,1.29,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39970,Fire Leaf,6300,233,0.63,0.59,0.81,1,1.58,0.95,0.0533,316.64,52.29,0.1651
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39976,Regal Dark Jade,13054,4,1.3054,1.3054,4,1.9,0.98,0.71,-0.1062,1.43,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39978,Forceful Dark Jade,330000,1,33,33,10,3.26,3.86,2.21,-0.0643,2.07,0.21,0.1014
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39980,Misty Dark Jade,219000,17,21.9,21.9,20,10.5,32.47,1.8,0.124,1.43,0.07,0.049
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39981,Lightning Dark Jade,14600,6,1.46,1.46,1.5,0.98,1.35,1.02,-0.0138,19.64,0.5,0.0255
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39983,Energized Dark Jade,14999,20,1.4999,1.4999,1.75,1.63,1.12,0.85,-0.1233,2.21,0.07,0.0317
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39996,Bold Scarlet Ruby,990000,8,99,99,99,0,99,0,0,4,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,39998,Brilliant Scarlet Ruby,990000,8,99,99,99,38.9,98.94,25.87,0.0488,4.43,0.07,0.0158
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40000,Subtle Autumn's Glow,0,0,0,0,7.5,0,7.5,0,0,0.29,0.14,0.4828
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40008,Solid Sky Sapphire,990000,8,99,99,99,1.63,97.71,1.51,-0.0014,4.71,0.71,0.1507
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40009,Sparkling Sky Sapphire,0,0,0,0,35,4.5,28.15,3.7,-0.0271,1.29,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40010,Sparkling Sky Sapphire,999700,3,99.97,99.97,99.97,56.63,127.71,15.43,0.1327,1.71,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40011,Stormy Sky Sapphire,200000,40,20,20,8,0.31,8.15,0.08,0.0061,13.14,0.57,0.0434
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40013,Smooth Autumn's Glow,0,0,0,0,7.5,0,10,0,0.1143,0.14,0.14,1
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40014,Rigid Sky Sapphire,0,0,0,0,9,0,12,0,0.0952,0.07,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40015,Subtle Autumn's Glow,0,0,0,0,20,10.07,5.25,1.42,-0.1058,0.43,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40016,Mystic Autumn's Glow,100000,3,10,10,11.11,0,14.81,0,0.0771,0.07,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40025,Timeless Twilight Opal,0,0,0,0,130.5,68.42,9,12.96,-0.1554,0.36,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40032,Defender's Twilight Opal,0,0,0,0,12,1.72,16,0.77,0.0573,0.71,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40035,Honey Mead,9000,2,0.9,0.9,0.9,0,0.9,0,0,2,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40037,Inscribed Monarch Topaz,0,0,0,0,12,0,12,0,0,4.29,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40038,Etched Twilight Opal,220000,15,22,22,22,0,22,0,0,2.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40041,Fierce Monarch Topaz,0,0,0,0,25,0,25,0,0,2,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40042,Caraway Burnwine,49999,6,4.9999,4.9999,5.84,2.74,4.58,2.7,-0.0334,8.5,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40045,Lucent Monarch Topaz,0,0,0,0,2,0,2.67,0,0.4286,0.71,0.71,1
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40067,Icy Mana Potion,17999,16,1.7999,1.7998,2.36,10.01,17.58,6.86,0.114,15.36,0.71,0.0462
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40068,Wrath Elixir,0,0,0,0,1.43,5.36,0.25,4.88,-0.1468,17.71,0.86,0.0486
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40070,Spellpower Elixir,12000,42,1.2,1.2,0.9,0.43,0.78,0.39,-0.0341,67.79,0.21,0.0031
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40072,Elixir of Spirit,9000,68,0.9,0.8064,0.9,0.12,0.82,0.11,-0.0119,59,0.07,0.0012
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40073,Elixir of Mighty Strength,18000,17,1.8,1.8,0.9,6.23,7.78,5.23,0.1374,40.93,2.57,0.0628
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40076,Guru's Elixir,200000,5,20,20,14.96,10.49,19.94,4.13,0.492,3.29,0.79,0.2401
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40077,Crazy Alchemist's Potion,0,0,0,0,0.77,71.01,0.58,28.47,-0.4742,5.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40078,Elixir of Mighty Fortitude,15999,10,1.5999,1.5999,3.8,7.91,12.58,6.86,0.1216,31.29,0.5,0.016
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40079,Lesser Flask of Toughness,510000,9,51,51,2,2.33,2.52,2.34,-0.0062,14.36,2.21,0.1539
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40081,Potion of Nightmares,6397,16,0.6397,0.6397,0.72,0.06,0.62,0.02,-0.0144,20.86,0.57,0.0273
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40090,Steady Forest Emerald,200000,1,20,20,8,6.42,15.39,4.72,0.0638,0.57,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40092,Purified Twilight Opal,0,0,0,0,50.5,24.49,15.38,4.16,-0.1264,0.29,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40093,Indestructible Potion,6998,71,0.6999,0.6999,0.76,1,0.91,0.96,-0.0246,108.21,1.43,0.0132
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40094,Purified Twilight Opal,0,0,0,0,39,5.74,26.25,3.62,-0.0497,0.43,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,40095,Misty Forest Emerald,0,0,0,0,7.5,0,7.5,0,0,1.07,0,0
